arxiv_id,quantum_circuits_found
2509.10756,1
2507.07593,1
2411.12482,0
2403.04315,0
2406.05683,1
2501.01154,0
2406.06803,2
2412.04991,0
1911.04045,0
2510.22114,0
2412.09574,0
2411.02420,0
2405.05169,0
2402.12295,0
2407.14252,0
2410.17184,0
2411.05078,0
2506.04343,0
2406.07009,0
2508.11368,0
2403.07164,0
2403.00200,0
2407.18256,0
2508.02468,0
2404.14104,0
2403.17794,0
2508.01783,0
2408.06375,0
2502.11081,0
2407.09916,0
2409.08574,0
2409.13071,0
2505.03466,0
2501.07562,0
2510.20730,0
2504.20953,0
2408.15433,0
2403.18299,0
2508.21498,0
2405.12121,0
2410.04469,0
2501.04921,0
2411.05404,1
2507.12485,1
2504.17090,1
2501.17793,0
2402.08969,0
2406.13967,1
2409.12938,0
2510.02940,2
2501.06846,0
2508.07188,0
2504.14811,0
2507.22814,0
2505.04704,0
2510.18732,0
2405.12196,0
2403.04296,1
2408.04007,3
2506.19832,0
2503.09459,0
2406.15795,0
2411.19658,0
2411.15022,0
2509.18262,0
2509.18622,0
2405.15947,0
2411.15612,0
2509.02674,0
2410.21555,0
2406.02270,0
2507.12394,0
2401.07561,0
2410.18735,0
2502.00148,0
2501.07712,0
2502.09124,0
1105.3997,0
2508.20788,0
2501.08858,0
2406.01357,0
2502.04784,0
2401.06240,0
2506.06794,0
2508.19437,0
2509.11765,0
2504.18342,0
2401.15995,0
2501.16196,0
2505.13604,0
2504.07356,0
2506.09658,0
2411.17796,0
2407.20661,0
2410.00197,1
2509.11585,0
2510.05647,0
2404.09213,0
2509.08520,0
2406.02434,0
2404.03136,0
2412.15022,1
2505.05575,0
2412.16666,0
2503.10664,0
2506.15014,0
2504.01073,0
2408.01393,3
2406.06540,0
2503.05884,2
2411.14898,0
2402.13519,0
2409.08490,0
2411.04972,0
2410.11145,0
2509.13061,1
2404.03220,0
2509.07228,0
2501.19261,0
2510.11432,0
2402.01884,0
2410.21975,0
2405.15736,0
2502.07468,0
2411.17519,0
2502.19658,0
2506.03318,0
2406.02414,0
2405.16182,0
2412.02686,0
2506.19696,0
2409.01601,0
2410.03906,0
2510.10345,0
2506.22013,0
2411.07373,0
2404.03723,0
2502.07150,0
2412.11633,0
2502.10043,0
2503.20683,0
2407.08786,0
2408.00649,0
2509.06584,0
2504.00114,0
2406.12414,0
2404.03725,0
2402.01113,0
2507.00967,0
2410.23674,0
2508.12074,0
2405.03804,1
2404.08304,0
2411.02166,0
2410.24217,0
2409.05663,0
2403.00938,0
2407.16020,0
2503.17744,0
2509.16887,0
2509.24658,0
2501.03314,0
2509.08890,6
2402.10730,0
2405.07909,0
2406.06545,0
2401.17022,0
2506.09555,0
2404.07303,0
2412.13805,0
2409.19040,0
2407.09310,0
2402.13352,0
2402.05524,0
2510.00791,0
2404.04273,0
2409.20479,0
2507.22035,1
2501.06518,0
2509.03264,0
2510.03783,0
2403.04302,0
2508.06251,0
2508.05720,0
2507.07960,0
2411.05736,0
2508.09044,0
2403.00077,1
2409.15030,0
2403.13915,0
2503.21565,0
2501.03275,0
2405.05783,0
2406.19052,0
2503.24034,0
2506.14355,0
2411.03110,0
2507.11536,15
2405.02277,0
2401.07049,0
2407.06810,0
2508.15892,0
2503.05258,0
2510.21672,0
2403.08490,0
2411.11614,0
2505.07658,2
2408.02837,2
2508.11554,0
2504.16686,0
2510.16895,0
2203.11216,0
2405.13391,0
2503.03396,0
2409.02354,0
2510.01996,0
2505.19200,0
2406.03906,0
2507.22773,0
2503.10276,0
2409.13595,0
2402.12631,0
2410.23439,0
2505.11290,0
2509.03844,0
2409.02855,0
2411.14416,0
2505.22405,0
2506.03563,0
2501.10849,0
2507.14911,0
2309.00343,0
2505.14630,0
2507.10319,0
2509.18854,0
2409.02470,0
2403.10023,0
2507.00095,0
2506.18799,0
2508.10325,0
2406.04272,1
2404.15165,0
2405.00785,0
2510.01657,0
2405.03517,0
2410.05115,0
2509.07924,0
2506.14546,0
2505.15981,0
2209.04025,0
2510.08680,0
2506.20126,0
2408.01735,0
2509.18324,0
2507.20532,0
2503.06841,0
2505.15711,0
2507.02333,0
2505.01863,3
2506.18298,0
2502.02702,0
2405.03797,0
2409.06659,0
2405.05603,0
2506.18698,0
2404.05890,0
2504.04980,0
2510.20686,0
2409.04026,0
2510.16519,0
2510.17513,0
2509.16792,0
2508.18514,0
2409.04528,0
2504.16452,0
2407.10533,0
2503.12870,0
2507.01146,2
2410.23633,0
2401.06392,0
2509.04965,0
2412.06979,0
2505.21961,0
2404.06514,0
2502.02212,0
2401.03616,0
2507.08539,0
2503.11783,0
2501.06319,1
2503.14600,0
2506.00755,0
2509.24737,0
2402.18855,0
2401.00277,0
2404.00062,0
2406.08982,0
2504.00309,1
2502.03423,0
2412.07898,0
2404.03932,0
2506.05491,0
2408.00569,0
2504.20831,0
2410.20653,0
2403.14384,0
2510.01819,0
2509.09587,0
2507.10487,0
2510.18621,0
2407.09092,0
2508.05510,0
2503.03578,1
2503.21741,0
2405.02227,0
2510.08732,0
2410.08171,0
2404.18244,0
2506.10059,0
2407.01686,0
2510.05561,0
2406.17267,0
2506.04033,0
2509.17417,0
2503.12106,0
2401.10499,0
2412.07553,0
2404.11994,0
2508.09301,0
2407.05178,0
2403.08188,0
2402.14803,0
2406.07902,0
2410.00101,1
2501.16878,0
2402.02835,0
2504.11525,0
2402.02376,3
2507.13699,0
2408.14543,3
2507.06998,0
2406.14395,1
2412.19608,0
2503.23247,0
2405.04207,0
2502.07742,0
2403.00532,0
2507.03390,0
2510.01065,0
2502.20759,0
2403.02763,4
2409.08297,0
2501.12699,0
2412.10290,0
2406.10195,0
2506.18086,0
2407.15961,0
2410.16681,0
2404.04367,0
2503.10483,0
2501.09918,0
2409.10612,0
2506.05335,0
2407.11858,0
2412.14255,0
2407.08405,0
2408.00831,0
2502.06731,0
2506.19298,0
2409.06152,0
2504.17830,0
2508.07669,0
2508.10661,0
2502.18843,0
2508.21763,0
2503.23433,0
2505.23028,0
2506.23144,0
2505.03307,0
2508.08732,0
2507.21333,0
2401.01703,0
2509.22347,0
2404.17378,0
2504.03528,0
2505.09036,1
2412.12812,0
2505.21157,0
2503.05249,0
2504.18648,1
2505.05301,0
2406.13403,1
2503.15405,0
2407.09224,0
2412.09781,1
2504.02503,0
2412.16023,0
2501.03959,0
2508.07379,0
2410.08704,0
2503.07354,1
2504.20987,0
2508.13879,0
2506.06460,0
2510.16163,0
2507.02196,0
2506.04298,0
2510.02290,0
2408.14318,0
2509.07702,0
2410.11827,0
2503.20870,0
2507.02292,0
2405.14243,0
2412.17862,1
2504.03142,0
2409.10639,0
2507.10361,0
2409.08319,0
2411.07924,0
2411.05319,0
2406.12748,0
2401.07634,0
2504.05080,0
2411.11822,1
2409.03339,0
2407.18631,0
2504.15055,0
2401.02128,0
2405.07185,0
2501.05010,0
2403.05391,0
2510.23923,0
2412.04252,0
2502.05168,0
2502.19466,0
2502.03234,0
2406.11974,0
2508.13619,0
2406.04363,0
2508.15691,2
2401.02234,1
2406.17141,0
2507.10161,0
2407.16861,0
2410.21515,0
2409.12372,0
2503.17263,0
2508.20520,0
2509.07709,0
2507.07672,0
2410.16344,1
2410.18616,0
2503.05374,2
2508.16297,0
2410.07777,0
2505.02892,0
2510.02825,0
2407.17325,0
2509.22104,0
2507.23079,0
2504.04067,0
2505.06700,0
2503.05243,0
2504.09308,0
2408.03729,0
2501.18111,0
2510.10501,0
2507.09977,0
2506.19150,1
2410.22538,0
2404.18878,1
2410.11542,0
2409.14076,0
2404.03861,0
2508.16466,0
2405.12935,0
2503.13953,0
2409.20492,0
2412.14285,1
2411.04019,0
2408.12271,0
2411.10410,0
2508.10968,0
2407.08186,0
2403.00616,0
2509.02296,0
2410.05122,0
2405.11973,1
2501.10291,0
2502.06235,0
2410.03059,0
2510.22625,0
2404.12384,0
2411.19947,0
2502.14623,0
2412.11924,0
2301.02356,0
2407.05525,0
2503.22607,0
2405.01537,0
2410.20094,0
2509.01711,0
2501.17222,0
2509.08577,0
2408.04052,0
2503.20216,0
2404.15050,0
2510.21061,0
2502.03791,0
2411.10343,0
2501.12414,0
2409.19551,0
2504.14685,0
2412.03336,0
2412.21118,0
2409.15891,0
2412.12489,0
2508.01362,0
2505.08276,0
2409.12708,0
2404.14399,0
2405.02706,0
2408.14282,0
2507.18974,0
2412.09873,0
2505.11398,0
2510.24054,0
2412.18533,1
2506.05048,0
2508.07853,0
2506.14169,0
2507.17770,0
2502.19971,1
2402.08475,0
2409.18159,0
2404.05857,0
2402.06573,0
2502.08099,0
2503.17163,0
2408.08613,0
2405.12857,0
2402.14010,0
2408.10505,0
2412.05173,1
2410.18843,0
2408.01424,0
2501.13433,0
2410.11476,0
2507.21615,0
2505.23460,0
2405.20659,0
2405.00755,0
2503.23136,0
2406.18155,0
2409.09503,0
2504.09281,0
2412.06682,0
2403.03350,0
2402.09532,0
2503.11624,0
2405.09724,0
2411.02450,0
2505.07795,0
2409.08918,0
2508.18622,0
2410.23673,0
2410.04333,0
2507.23745,0
2408.10265,1
2412.14280,0
2504.13071,0
2412.11677,0
2509.16410,0
2506.19461,2
1801.09949,0
2407.03249,0
2409.09878,0
2506.17824,0
2405.00434,0
2407.11964,0
2505.08374,0
2509.12304,0
2411.07793,0
2412.07978,0
2405.09034,0
2505.02764,0
2412.10216,0
2411.00549,0
2403.05482,0
2508.16831,0
2302.14822,0
2407.07675,0
2502.15464,0
2506.05206,0
2401.01352,0
2507.12200,0
2407.01699,0
2509.02947,0
2408.13515,0
2403.17453,4
2402.18522,0
2502.00362,0
2507.22253,0
2505.24212,4
2402.01236,0
2409.13812,0
2503.01777,0
2501.08793,0
2402.14680,0
2401.10622,3
2506.21400,0
2404.19216,0
2408.00182,0
2509.05571,0
2505.13625,0
2506.00303,0
2507.03991,0
2510.07029,0
2501.09658,0
2506.00126,0
2507.22158,0
2503.14062,2
2505.10148,0
2410.18284,0
2405.06358,0
2409.02198,0
2410.01369,0
2402.13898,0
2405.06548,1
2407.21278,0
2404.18903,0
2505.21048,0
2506.10498,0
2509.09402,0
2504.19491,0
2507.10771,0
2405.15797,0
2510.05473,0
2412.19193,1
2403.19251,0
2504.14312,0
2506.04643,0
2507.04874,0
2504.16541,0
2508.18200,0
2402.03215,0
2502.12392,0
2510.12022,0
2410.04204,0
2411.09744,0
2403.16183,0
2509.12259,0
2409.05455,0
2406.05448,0
2406.01816,0
2403.13422,0
2503.02345,1
2507.04097,0
2509.16177,0
2507.12256,0
2504.02935,0
2507.16669,0
2509.05257,0
2507.18259,0
2412.10668,0
2509.13269,0
2504.06283,0
2411.18268,0
2412.20739,0
2406.19080,0
2408.17089,0
2509.10119,0
2504.19613,0
2503.21437,0
2509.06305,0
2402.13560,0
2412.02180,0
2409.10852,1
2509.14461,0
2402.09606,3
2506.02822,0
2406.08532,0
2412.13214,0
2504.18188,0
2510.04877,0
2510.15287,0
2402.11486,0
2401.07238,0
2501.00771,0
2501.14297,0
2510.07418,0
2406.18810,0
2408.03376,3
2402.17295,0
2509.14897,1
2411.19931,0
2501.09874,0
2406.10178,1
2403.02395,1
2504.13264,0
2411.06407,2
2405.13608,0
2407.05672,0
2405.02158,0
2509.11911,0
2510.20528,0
2507.10669,0
2405.06021,0
2503.22100,0
2412.11765,0
2501.18961,0
2412.07670,3
2402.14170,0
2401.12287,0
2409.04145,0
2403.12974,0
2508.08160,0
2508.01416,0
2505.10452,0
2502.05734,0
2510.05576,0
2412.08817,0
2407.11446,0
2411.08616,0
2402.12599,0
2502.20192,0
2401.06188,1
2407.06253,0
2509.04798,0
2501.04078,0
2411.02825,0
2405.16970,0
2404.17087,0
2406.02216,0
2503.24111,0
2402.06484,0
2411.14357,0
2410.07712,0
2504.04851,0
2407.11132,0
2509.04486,0
2508.14602,0
2510.09765,0
2406.04919,0
2401.11576,0
2404.07218,0
2412.11405,0
2502.07632,0
2403.11420,0
2501.05397,0
2407.03443,0
2504.08355,0
2405.03951,0
2505.00224,0
2501.15514,0
2407.04101,0
2509.03237,0
2407.15387,0
2510.10525,0
2405.19664,0
2407.12265,0
2507.16976,1
2411.03974,0
2509.20733,1
2406.16385,0
2402.12956,1
2411.19546,0
2402.03233,0
2507.01497,0
2507.08939,1
2401.12089,0
2406.14708,0
2502.08225,1
2510.19157,2
2510.04512,0
2503.00471,0
2403.08023,0
2407.07037,0
2412.19635,0
2508.19668,0
2409.07231,0
2507.02808,0
2506.08575,0
2411.17726,0
2510.19794,0
2510.11744,0
2410.19126,0
2411.03683,5
2409.04156,0
2410.03961,0
2503.14462,0
2507.21209,0
2510.06925,0
2404.02787,0
2409.18913,0
2410.14466,0
2410.00364,0
2406.13343,2
2409.10487,1
2503.17734,0
2505.00824,0
2506.08960,0
2408.17365,0
2408.09538,0
2411.04980,0
2504.14027,0
2403.02328,0
2407.14672,0
2409.10498,0
2502.11933,0
2508.10200,0
2401.18081,0
2401.13724,0
2501.07775,0
2407.11744,0
2502.00707,0
2506.03841,0
2408.00436,0
2504.03634,0
2403.10207,0
2405.21073,0
2408.09056,0
2404.18671,0
2407.20943,0
2406.02130,0
2508.11785,0
2510.21030,0
2506.19219,0
2405.05326,0
2505.16776,0
2510.04411,0
2506.22408,0
2505.06135,0
2408.01439,1
2405.06567,0
2510.19436,0
2405.08941,0
2508.21643,0
2509.11544,2
2506.16122,0
2406.09452,0
2508.21067,0
2403.07417,0
2405.10727,0
2405.00400,0
2405.20696,1
2504.07344,0
2402.12378,0
2508.12413,0
2505.07428,0
2408.10669,0
2503.02362,0
2409.08979,1
2509.00744,0
2505.00773,0
2411.06828,1
2408.06791,0
2406.09433,0
2502.10298,0
2403.10964,0
2404.09390,0
2508.19605,0
2503.16073,1
2508.18326,1
2507.12501,0
2412.14514,0
2412.06338,0
2409.05805,0
2402.15707,0
2411.05647,0
2404.07915,0
2510.04207,0
2403.08578,0
2409.00161,0
2402.02373,2
2404.13122,0
2407.17732,0
2411.01086,0
2504.00705,0
2510.17217,0
2409.01364,0
2505.22164,0
1806.07860,0
2408.03891,0
2502.20588,0
2409.13323,0
2405.11436,2
2409.11348,0
2405.00873,1
2506.06577,0
2403.14406,1
2410.24127,0
2505.09556,0
2411.19896,0
2509.18072,0
2408.08429,0
2411.14817,0
2411.09877,0
2405.07876,0
2401.10067,0
2407.05698,0
2503.02934,0
2404.15053,0
2405.08610,0
2510.08292,0
2501.16592,0
2509.23875,0
2403.02062,0
2403.19364,0
2404.05936,0
2403.09339,0
2506.19369,0
2407.00758,0
2510.16570,0
2503.12789,0
2412.18737,0
2503.11564,0
2504.19702,0
2412.07397,0
2404.11652,0
2405.16842,0
2407.06981,0
2412.02017,0
2402.03433,0
2403.00152,0
2409.13258,0
2407.16188,0
2401.11758,0
2412.10940,0
2510.04552,0
2412.14078,0
2401.00505,0
2505.24626,0
2504.16246,1
2411.13471,0
2509.21509,1
2405.04514,0
2501.16380,1
2412.17450,0
2402.05756,0
2405.05794,0
2509.02211,0
2501.17109,0
2503.03831,1
2504.01728,0
2401.14993,0
2405.00805,0
2502.12336,0
2509.08074,0
2510.00786,0
2510.05242,0
2403.10591,0
2406.19119,0
2411.04629,0
2406.04361,0
2404.16783,0
2504.00464,0
2506.01824,0
2408.12944,0
2111.08414,0
2303.08299,0
2408.02956,0
2503.23867,0
2409.02171,3
2506.23976,0
2504.15070,0
2411.19880,0
2412.02334,0
2405.02389,0
2401.05721,0
2408.16558,1
2411.19398,0
2410.18694,0
2412.01830,0
2409.07501,0
2505.06069,0
2506.09031,0
2508.21729,0
2406.12924,0
2404.04372,0
2503.17723,0
2411.13060,0
2503.22107,0
2507.16911,0
2501.08872,0
2504.16575,0
2412.07425,0
2406.01075,0
2502.20143,1
2411.09861,0
2503.11500,2
2505.21788,0
2412.20194,0
2504.11083,0
2409.02990,0
2502.16885,0
2412.14926,0
2505.08917,0
2406.02188,0
2402.17693,0
2406.05196,0
2401.13793,1
2505.13721,0
2410.15590,0
2508.07046,0
2504.10592,0
2403.15851,0
2407.19022,0
2406.17407,0
2503.21753,0
2406.00838,0
2401.05973,1
2411.12215,0
2410.19614,0
2403.09769,0
2504.18149,1
2508.10593,2
2411.17641,0
2508.20974,0
2503.13979,0
2502.09483,1
2406.10331,0
2406.17823,0
2406.09100,0
2509.09258,0
2407.18339,0
2411.06775,0
2506.00124,0
2510.10852,0
2412.10603,0
2501.17856,0
2408.04280,0
2410.22913,0
2412.07574,0
2502.10502,0
2401.04642,0
2507.07904,2
2403.03992,0
2410.00803,0
2505.00899,0
2509.24225,0
2407.14067,0
2401.09941,2
2407.12088,0
2510.22540,0
2508.02378,0
2507.10992,0
2404.01562,0
2410.16054,0
2501.03274,0
2506.20930,0
2502.19332,0
2503.14614,0
2401.17990,0
2403.11851,0
2508.15741,0
2507.16100,0
2501.05814,0
2508.21686,0
2404.14054,0
2402.02723,0
2504.18955,0
2508.13398,0
2411.04650,0
2401.05305,0
2506.04197,0
2407.03584,0
2405.20205,0
2408.06594,0
2402.11234,0
2405.12482,0
2504.15584,0
2401.06917,0
2407.02154,0
2502.02198,0
2507.04935,0
2510.07380,0
2403.09007,0
2505.02187,0
2501.04133,0
2510.15590,0
2404.09662,0
2412.03670,0
2401.03259,0
2503.11016,0
2405.08617,0
2411.09616,0
2403.03479,0
2408.00075,1
2406.15601,0
2411.12550,0
2207.12760,0
2506.00877,0
2405.12232,0
2408.05429,0
2505.24052,0
2510.07898,0
2509.08479,0
2406.11792,0
2507.18266,0
2505.08696,0
2409.02402,0
2403.10669,0
2401.00454,0
2510.08693,0
2508.04486,0
2404.07974,0
2505.00102,1
2501.09622,0
2408.06561,1
2411.07701,0
2503.24087,0
2404.04216,0
2502.10840,0
2411.09039,0
2402.11738,0
2504.12754,0
2502.07684,1
2506.16286,0
2408.06307,0
2503.10791,0
2508.01846,0
2404.15111,0
2411.07694,0
2402.14553,0
2411.11979,0
2503.09827,0
2506.17020,0
2307.16166,0
2504.21459,0
2408.14251,0
2501.13165,2
2508.04519,0
2505.10513,0
2405.12866,0
2508.00027,0
2409.11180,0
2411.18921,1
2407.10271,1
2509.02174,0
2402.00099,0
2409.11932,0
2412.06104,0
2507.15950,0
2504.13033,0
2504.15409,0
2402.17752,0
2412.07563,0
2210.11462,0
2510.11201,0
2402.11127,0
2401.16631,1
2508.03534,0
2405.08669,0
2405.19108,0
2502.15129,1
2509.25336,0
2408.13339,0
2403.00740,0
2404.00792,0
2510.11932,0
2504.09578,0
2508.14183,0
2507.11180,1
2410.02633,0
2410.21219,0
2402.17280,0
2510.01154,1
2412.01903,0
2409.17733,0
2404.18818,0
2501.04895,0
2506.16134,0
2403.02417,0
2410.23162,0
2404.17555,0
2505.15610,0
2401.03463,0
2404.14261,0
2402.08146,0
2410.15864,1
2505.05238,0
2505.18840,0
2510.17317,0
2401.01671,0
2206.10619,0
2406.07611,1
2402.10391,0
2507.16741,0
2408.16848,0
2411.07174,0
2510.24163,0
2406.19713,0
2510.06531,1
2501.08820,0
2508.18464,1
2505.01379,1
2510.16305,1
2509.12621,0
2509.12585,0
2510.04294,0
2409.18863,0
2403.04686,0
2411.09667,0
2408.16655,0
2402.00303,0
2408.08347,0
2407.03123,0
2507.01512,0
2402.17308,0
2404.18293,0
2407.01446,0
2507.16751,0
2509.26134,0
2412.21166,0
2501.00579,2
2409.12236,0
2406.07673,0
2405.14396,1
2407.07422,0
2508.19995,0
2402.13469,0
2410.06250,0
2401.15137,0
2504.13086,0
2412.12011,0
2506.18079,1
2502.01431,0
2506.00162,0
2507.14836,0
2402.19372,0
2401.10682,0
2501.00443,0
2509.13519,0
2506.01029,1
2506.00213,0
2411.00364,0
2506.05600,0
2504.01083,1
2504.08170,0
2405.08484,0
2508.12037,0
2501.05616,0
2412.20931,0
2504.11109,0
2509.17108,0
2406.11444,0
2410.23741,0
2505.00686,0
2404.16417,0
2508.13112,0
2309.10395,0
2408.15570,0
2406.03748,0
2402.10879,0
2412.01889,0
2504.09133,0
2501.07060,1
2404.19539,0
2406.07346,0
2406.17021,0
2401.01927,0
2404.13385,0
2507.16995,0
2504.18477,0
2508.14326,0
2504.07735,0
2402.06510,0
2408.08031,0
2506.16911,0
2506.19003,0
2410.03985,1
2509.20078,0
2505.11452,0
2410.02412,0
2404.07056,0
2508.18552,0
2402.07149,0
2503.18843,0
2506.22854,0
2502.16404,0
2507.12071,0
2501.06331,0
2410.16111,0
2404.19592,0
2408.10514,0
2509.14248,0
2502.02860,0
2404.04210,0
2505.08575,0
2507.07398,0
2404.09704,0
2403.09519,1
2509.00295,
2505.06838,
2501.00213,
2407.04537,
2406.12396,
2407.01669,
2503.08886,
2408.08701,
2404.14430,
2505.22247,
2407.10822,
2407.04540,
2502.04857,
2504.05087,
2403.18586,
2406.14580,
2503.12182,
2411.18141,
2505.12865,
2412.12013,
2403.16545,
2507.16882,
2506.10283,
2403.04446,
2412.01897,
2509.12202,
2406.19752,
2504.02152,
2401.09782,
2409.11791,
2405.10151,
2508.10890,
2504.07814,
2503.05045,
2509.20663,
2510.07605,
2412.19561,
2405.13808,
2404.01960,
2407.19735,
2412.11361,
2507.08936,
2412.08718,
2409.12104,
2503.05943,
2405.14746,
2409.05154,
2405.19776,
2505.11486,
2406.06323,
2405.12558,
2408.11683,
2403.04300,
2507.12408,
2406.01889,
2510.23326,
2408.11522,
2401.12250,
2408.07752,
2510.09693,
2411.15545,
2411.09622,
2505.15521,
2412.12425,
2506.12462,
2501.12070,
2404.07918,
2411.15077,
2408.12349,
2404.01412,
2508.18546,
2410.23811,
2504.20654,
2411.10117,
2410.06904,
2410.01286,
2404.15628,
2411.06684,
2402.08737,
2509.04618,
2407.12303,
2406.15710,
2410.22423,
2412.17039,
2406.09230,
2501.12163,
2406.06806,
2507.18381,
2403.15556,
2507.15947,
2505.17842,
2501.15986,
2402.10766,
2410.19303,
2503.04066,
2412.00921,
2509.17700,
2508.05712,
2506.08329,
2411.04360,
2507.17006,
2407.01429,
2407.15331,
2410.16496,
2501.08189,
2510.09466,
1812.09933,
2401.06819,
2501.16691,
2510.17048,
2506.17445,
2406.08208,
2504.02749,
2508.03783,
2409.12237,
2407.16763,
2408.04111,
2407.11846,
2510.05642,
2510.20885,
2407.18014,
2510.08528,
2505.05351,
2411.07065,
2411.00518,
2503.15751,
2312.13233,
2411.10199,
2404.10538,
2503.21002,
2508.01447,
2503.21133,
2507.17480,
2510.01775,
2409.03097,
2401.02289,
2402.16537,
2404.00274,
2408.08814,
2411.05389,
2509.03375,
2506.20405,
2407.17819,
2406.10049,
2410.11252,
2501.08476,
2510.05088,
2503.02062,
2401.05086,
2505.00475,
2410.11818,
2404.11985,
2503.10054,
2406.02379,
2501.07986,
2504.11119,
2507.17964,
2404.06536,
2408.05498,
2505.02416,
2501.12447,
2408.12533,
2508.00055,
2509.25768,
2506.15071,
2503.20482,
2501.14150,
2504.06885,
2508.06184,
2502.04237,
2409.18944,
2507.04111,
2404.09973,
2506.15342,
2503.04905,
2510.08348,
2408.13174,
2501.14380,
2509.11908,
2504.18220,
2406.17999,
2505.18711,
2409.08982,
2410.06966,
2411.18287,
2412.15762,
2403.01419,
2405.14118,
2408.09641,
2410.10664,
2410.09326,
2405.15560,
2505.22514,
2411.04566,
2504.17907,
2508.18480,
2409.18311,
2502.14817,
2506.14526,
2502.01582,
2407.06470,
2506.21737,
2412.18705,
2509.12911,
2411.14096,
2502.14804,
2407.03980,
2406.09339,
2409.03503,
2406.14759,
2409.18559,
2506.21489,
2409.17033,
2506.10385,
2406.17581,
2401.12312,
2403.00367,
2501.14241,
2407.04773,
2409.10785,
2408.16743,
2401.07131,
2401.15057,
2402.12308,
2409.04544,
2412.13399,
2411.13158,
2407.06378,
2505.22715,
2409.03473,
2408.05454,
2405.06963,
2410.13589,
2411.03423,
2502.00588,
2411.02505,
2502.11900,
2407.10087,
2401.06627,
2505.05966,
2410.17612,
2508.11731,
2409.01773,
2409.11368,
2410.23441,
2403.19191,
2410.05508,
2402.18057,
2502.10791,
2507.11251,
2408.03864,
2401.10677,
2401.13879,
2506.16000,
2410.13584,
2502.01541,
2507.08379,
2411.11067,
2505.00137,
2504.06622,
2505.04689,
2405.07950,
2510.15806,
2402.04246,
2502.11239,
2410.03716,
2407.07697,
2501.05967,
2505.00791,
2407.05171,
2405.05051,
2408.01538,
2411.17620,
2402.17181,
2406.17696,
2409.10881,
2407.16880,
2506.19572,
2504.04883,
2501.01647,
2507.22815,
2508.18619,
2406.00843,
2407.17649,
2411.08869,
2504.19185,
